danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,like,track_name
0.5,0.832,8,-4.229,1,0.0513,0.0191,0.000216,0.0829,0.593,145.091,audio_features,4m1slXE2kaXbXVfZQ0q3Om,spotify:track:4m1slXE2kaXbXVfZQ0q3Om,https://api.spotify.com/v1/tracks/4m1slXE2kaXbXVfZQ0q3Om,https://api.spotify.com/v1/audio-analysis/4m1slXE2kaXbXVfZQ0q3Om,94655,4,0,The Rumbling (Attack on Titan)
0.464,0.612,9,-12.019,1,0.0591,0.116,0.00559,0.171,0.496,91.499,audio_features,0W35nxtHtFlseSojmygEsf,spotify:track:0W35nxtHtFlseSojmygEsf,https://api.spotify.com/v1/tracks/0W35nxtHtFlseSojmygEsf,https://api.spotify.com/v1/audio-analysis/0W35nxtHtFlseSojmygEsf,474400,4,0,War Pigs
0.397,0.852,4,-6.348,1,0.0344,0.00024,0.000282,0.228,0.506,96.064,audio_features,4nvYDy427VvA1TcEkdgZII,spotify:track:4nvYDy427VvA1TcEkdgZII,https://api.spotify.com/v1/tracks/4nvYDy427VvA1TcEkdgZII,https://api.spotify.com/v1/audio-analysis/4nvYDy427VvA1TcEkdgZII,292720,4,0,Hellraiser
0.456,0.865,6,-4.607,0,0.0585,0.00609,0.000544,0.237,0.608,140.067,audio_features,3CspfYGpqAqgbRqUuxmW0r,spotify:track:3CspfYGpqAqgbRqUuxmW0r,https://api.spotify.com/v1/tracks/3CspfYGpqAqgbRqUuxmW0r,https://api.spotify.com/v1/audio-analysis/3CspfYGpqAqgbRqUuxmW0r,94571,4,0,My War (Attack on Titan) - 僕の戦争
0.368,0.917,6,-4.829,0,0.0772,0.147,0.000121,0.169,0.343,110.455,audio_features,3vhKrSxe3fRuS5Ogis76VO,spotify:track:3vhKrSxe3fRuS5Ogis76VO,https://api.spotify.com/v1/tracks/3vhKrSxe3fRuS5Ogis76VO,https://api.spotify.com/v1/audio-analysis/3vhKrSxe3fRuS5Ogis76VO,230760,4,0,Flight of Icarus - 2015 Remaster
0.415,0.908,2,-9.701,1,0.0765,0.00437,0.0345,0.082,0.437,114.816,audio_features,2SgbR6ttzoNlCRGQOKjrop,spotify:track:2SgbR6ttzoNlCRGQOKjrop,https://api.spotify.com/v1/tracks/2SgbR6ttzoNlCRGQOKjrop,https://api.spotify.com/v1/audio-analysis/2SgbR6ttzoNlCRGQOKjrop,243533,4,0,Cowboys from Hell
0.314,0.959,4,-4.657,0,0.0908,0.0263,0.000148,0.161,0.492,154.221,audio_features,1HM7Vp84E4SMzdrZONg6bH,spotify:track:1HM7Vp84E4SMzdrZONg6bH,https://api.spotify.com/v1/tracks/1HM7Vp84E4SMzdrZONg6bH,https://api.spotify.com/v1/audio-analysis/1HM7Vp84E4SMzdrZONg6bH,309640,4,0,Wasted Years - 2015 Remaster
0.362,0.961,2,-5.664,1,0.0857,0.024,9.35e-06,0.159,0.491,164.019,audio_features,2RaA6kIcvomt77qlIgGhCT,spotify:track:2RaA6kIcvomt77qlIgGhCT,https://api.spotify.com/v1/tracks/2RaA6kIcvomt77qlIgGhCT,https://api.spotify.com/v1/audio-analysis/2RaA6kIcvomt77qlIgGhCT,153840,4,0,Breaking the Law
0.226,0.978,9,-5.729,1,0.209,3.6e-06,0.533,0.0436,0.242,102.374,audio_features,2l0h4aBFLp9HdoaNdCTlbW,spotify:track:2l0h4aBFLp9HdoaNdCTlbW,https://api.spotify.com/v1/tracks/2l0h4aBFLp9HdoaNdCTlbW,https://api.spotify.com/v1/audio-analysis/2l0h4aBFLp9HdoaNdCTlbW,266773,4,0,Pull the Plug
0.274,0.726,9,-11.541,1,0.0449,0.000212,0.0113,0.0993,0.426,146.449,audio_features,4vJr55lngvhSM8WIh9CjQc,spotify:track:4vJr55lngvhSM8WIh9CjQc,https://api.spotify.com/v1/tracks/4vJr55lngvhSM8WIh9CjQc,https://api.spotify.com/v1/audio-analysis/4vJr55lngvhSM8WIh9CjQc,422933,4,0,Cemetery Gates
0.287,0.716,11,-5.653,0,0.0311,0.0381,3.24e-05,0.164,0.544,172.123,audio_features,3Rtv6zRNKpeSygXoaF9kCm,spotify:track:3Rtv6zRNKpeSygXoaF9kCm,https://api.spotify.com/v1/tracks/3Rtv6zRNKpeSygXoaF9kCm,https://api.spotify.com/v1/audio-analysis/3Rtv6zRNKpeSygXoaF9kCm,409800,4,0,Beyond the Realms of Death
0.525,0.833,11,-5.844,1,0.0372,5.83e-05,0.623,0.107,0.621,140.732,audio_features,3azSRGmcZSaSZVV3Izg4Tg,spotify:track:3azSRGmcZSaSZVV3Izg4Tg,https://api.spotify.com/v1/tracks/3azSRGmcZSaSZVV3Izg4Tg,https://api.spotify.com/v1/audio-analysis/3azSRGmcZSaSZVV3Izg4Tg,212000,4,0,Powertrip
0.444,0.922,11,-4.519,0,0.0529,0.00635,0.0,0.305,0.301,140.206,audio_features,7sicPw7V9SYJl3Zjme9i4p,spotify:track:7sicPw7V9SYJl3Zjme9i4p,https://api.spotify.com/v1/tracks/7sicPw7V9SYJl3Zjme9i4p,https://api.spotify.com/v1/audio-analysis/7sicPw7V9SYJl3Zjme9i4p,225533,4,0,Heading Out to the Highway
0.405,0.796,11,-8.495,1,0.076,0.00512,7.69e-05,0.937,0.405,117.187,audio_features,0wDEkVj05E3atMDS7upJin,spotify:track:0wDEkVj05E3atMDS7upJin,https://api.spotify.com/v1/tracks/0wDEkVj05E3atMDS7upJin,https://api.spotify.com/v1/audio-analysis/0wDEkVj05E3atMDS7upJin,240320,4,0,Hole In The Sky
0.511,0.82,6,-6.962,0,0.049,0.00467,6.07e-06,0.104,0.543,138.2,audio_features,55cd3NlqktNjhAZcPvaUvk,spotify:track:55cd3NlqktNjhAZcPvaUvk,https://api.spotify.com/v1/tracks/55cd3NlqktNjhAZcPvaUvk,https://api.spotify.com/v1/audio-analysis/55cd3NlqktNjhAZcPvaUvk,310067,4,0,You've Got Another Thing Coming
0.544,0.739,9,-7.383,1,0.0517,0.00392,0.000143,0.168,0.328,118.287,audio_features,2dbOYFfS7r7NAzquRvji9A,spotify:track:2dbOYFfS7r7NAzquRvji9A,https://api.spotify.com/v1/tracks/2dbOYFfS7r7NAzquRvji9A,https://api.spotify.com/v1/audio-analysis/2dbOYFfS7r7NAzquRvji9A,342600,4,0,Balls to the Wall
0.417,0.979,7,-4.048,1,0.27,0.000154,6.91e-06,0.25,0.233,160.071,audio_features,39daVR5fEyW1ontQkLlIgJ,spotify:track:39daVR5fEyW1ontQkLlIgJ,https://api.spotify.com/v1/tracks/39daVR5fEyW1ontQkLlIgJ,https://api.spotify.com/v1/audio-analysis/39daVR5fEyW1ontQkLlIgJ,199500,4,0,Reaper
0.544,0.69,6,-5.723,0,0.0425,0.012,0.0095,0.0615,0.219,123.962,audio_features,2vPZ4Lklyu75zBR3SgbFNI,spotify:track:2vPZ4Lklyu75zBR3SgbFNI,https://api.spotify.com/v1/tracks/2vPZ4Lklyu75zBR3SgbFNI,https://api.spotify.com/v1/audio-analysis/2vPZ4Lklyu75zBR3SgbFNI,276147,4,0,Snuff
0.418,0.921,7,-4.27,1,0.072,0.000705,0.276,0.209,0.67,149.299,audio_features,46VBfb29ibhXoLYm76cwFW,spotify:track:46VBfb29ibhXoLYm76cwFW,https://api.spotify.com/v1/tracks/46VBfb29ibhXoLYm76cwFW,https://api.spotify.com/v1/audio-analysis/46VBfb29ibhXoLYm76cwFW,265013,4,0,I'm Broken
0.477,0.747,2,-4.589,1,0.0376,0.000152,0.746,0.332,0.376,116.032,audio_features,1v22BxuzMPwxlAfujUot7H,spotify:track:1v22BxuzMPwxlAfujUot7H,https://api.spotify.com/v1/tracks/1v22BxuzMPwxlAfujUot7H,https://api.spotify.com/v1/audio-analysis/1v22BxuzMPwxlAfujUot7H,187581,4,0,Trust No One
0.346,0.977,8,-3.554,1,0.161,9.09e-06,3.28e-06,0.314,0.252,194.991,audio_features,6suZajnmfdoNj1tESRyZku,spotify:track:6suZajnmfdoNj1tESRyZku,https://api.spotify.com/v1/tracks/6suZajnmfdoNj1tESRyZku,https://api.spotify.com/v1/audio-analysis/6suZajnmfdoNj1tESRyZku,225987,4,0,Electric Eye
0.268,0.922,10,-4.825,0,0.143,9.33e-06,0.01,0.138,0.421,89.002,audio_features,7AbvQJtemstJpkItjtDkHG,spotify:track:7AbvQJtemstJpkItjtDkHG,https://api.spotify.com/v1/tracks/7AbvQJtemstJpkItjtDkHG,https://api.spotify.com/v1/audio-analysis/7AbvQJtemstJpkItjtDkHG,384387,4,0,Judas Priest
0.348,0.923,4,-3.543,1,0.0623,3.26e-05,0.0862,0.183,0.391,106.152,audio_features,5Nodfi0wQT9QANl0KlAo7B,spotify:track:5Nodfi0wQT9QANl0KlAo7B,https://api.spotify.com/v1/tracks/5Nodfi0wQT9QANl0KlAo7B,https://api.spotify.com/v1/audio-analysis/5Nodfi0wQT9QANl0KlAo7B,208600,4,0,Black Star
0.695,0.876,3,-4.262,0,0.0553,0.000996,6.89e-06,0.106,0.941,89.954,audio_features,40rvBMQizxkIqnjPdEWY1v,spotify:track:40rvBMQizxkIqnjPdEWY1v,https://api.spotify.com/v1/tracks/40rvBMQizxkIqnjPdEWY1v,https://api.spotify.com/v1/audio-analysis/40rvBMQizxkIqnjPdEWY1v,279213,4,0,Down with the Sickness
0.477,0.946,5,-6.734,1,0.0423,6.14e-05,0.0271,0.333,0.563,79.948,audio_features,3RqTWAc3noEuDS5B0BimD7,spotify:track:3RqTWAc3noEuDS5B0BimD7,https://api.spotify.com/v1/tracks/3RqTWAc3noEuDS5B0BimD7,https://api.spotify.com/v1/audio-analysis/3RqTWAc3noEuDS5B0BimD7,233800,4,0,End Of All Hope
0.239,0.882,4,-5.121,0,0.062,0.000266,0.000505,0.115,0.394,135.609,audio_features,52UeIH5CgGbNZWZZn3gaRA,spotify:track:52UeIH5CgGbNZWZZn3gaRA,https://api.spotify.com/v1/tracks/52UeIH5CgGbNZWZZn3gaRA,https://api.spotify.com/v1/audio-analysis/52UeIH5CgGbNZWZZn3gaRA,300320,4,0,Over The Hills And Far Away
0.506,0.962,7,-4.943,1,0.0758,0.000858,0.131,0.0742,0.29,48.349,audio_features,2BHY3rxX24EamxuUJmLNmw,spotify:track:2BHY3rxX24EamxuUJmLNmw,https://api.spotify.com/v1/tracks/2BHY3rxX24EamxuUJmLNmw,https://api.spotify.com/v1/audio-analysis/2BHY3rxX24EamxuUJmLNmw,166027,4,0,Filthy Rot
0.141,0.622,6,-10.138,1,0.0444,0.000694,0.886,0.487,0.0577,75.812,audio_features,2nfuI6shaiNMhtgCiSouAl,spotify:track:2nfuI6shaiNMhtgCiSouAl,https://api.spotify.com/v1/tracks/2nfuI6shaiNMhtgCiSouAl,https://api.spotify.com/v1/audio-analysis/2nfuI6shaiNMhtgCiSouAl,114067,4,0,A-Lex I
0.43,0.704,1,-8.008,0,0.0804,0.000155,0.00221,0.0933,0.703,118.242,audio_features,7fcfNW0XxTWlwVlftzfDOR,spotify:track:7fcfNW0XxTWlwVlftzfDOR,https://api.spotify.com/v1/tracks/7fcfNW0XxTWlwVlftzfDOR,https://api.spotify.com/v1/audio-analysis/7fcfNW0XxTWlwVlftzfDOR,315120,4,0,Walk
0.419,0.878,7,-6.352,1,0.0553,0.000594,0.559,0.139,0.666,147.385,audio_features,2M5WTwqnkyz7bW6P1CiD6q,spotify:track:2M5WTwqnkyz7bW6P1CiD6q,https://api.spotify.com/v1/tracks/2M5WTwqnkyz7bW6P1CiD6q,https://api.spotify.com/v1/audio-analysis/2M5WTwqnkyz7bW6P1CiD6q,264800,4,0,I'm Broken
0.329,0.954,8,-7.006,0,0.0722,4.2e-06,0.000614,0.051,0.627,156.899,audio_features,6rkeaQRCWZxwkjhyqgxjXi,spotify:track:6rkeaQRCWZxwkjhyqgxjXi,https://api.spotify.com/v1/tracks/6rkeaQRCWZxwkjhyqgxjXi,https://api.spotify.com/v1/audio-analysis/6rkeaQRCWZxwkjhyqgxjXi,237347,4,0,Mouth for War
0.359,0.959,1,-3.685,1,0.104,0.000216,0.00343,0.435,0.158,103.038,audio_features,0lCwaZYSRy6q0jLmnYiQxi,spotify:track:0lCwaZYSRy6q0jLmnYiQxi,https://api.spotify.com/v1/tracks/0lCwaZYSRy6q0jLmnYiQxi,https://api.spotify.com/v1/audio-analysis/0lCwaZYSRy6q0jLmnYiQxi,230227,3,0,Laid to Rest
0.285,0.401,7,-7.737,1,0.0289,0.0878,2.01e-05,0.109,0.331,166.104,audio_features,4hlPMJPtAZuwiDvkTNcBmX,spotify:track:4hlPMJPtAZuwiDvkTNcBmX,https://api.spotify.com/v1/tracks/4hlPMJPtAZuwiDvkTNcBmX,https://api.spotify.com/v1/audio-analysis/4hlPMJPtAZuwiDvkTNcBmX,232800,4,0,In This River
0.408,0.953,7,-3.883,1,0.226,0.00532,0.0,0.338,0.291,177.94,audio_features,1mdYwH2ZMi3eMfWmeQJj4D,spotify:track:1mdYwH2ZMi3eMfWmeQJj4D,https://api.spotify.com/v1/tracks/1mdYwH2ZMi3eMfWmeQJj4D,https://api.spotify.com/v1/audio-analysis/1mdYwH2ZMi3eMfWmeQJj4D,272666,4,0,Is There Anybody out There?
0.583,0.873,5,-4.436,0,0.0364,2.14e-05,0.00133,0.393,0.454,107.041,audio_features,6TRuW1ZgKCCk24uCuhfo7r,spotify:track:6TRuW1ZgKCCk24uCuhfo7r,https://api.spotify.com/v1/tracks/6TRuW1ZgKCCk24uCuhfo7r,https://api.spotify.com/v1/audio-analysis/6TRuW1ZgKCCk24uCuhfo7r,195267,4,0,Stillborn
0.42,0.929,7,-3.899,0,0.121,0.000353,0.000747,0.122,0.3,127.204,audio_features,5V3mdRI2yQxbSsJGDPc5lD,spotify:track:5V3mdRI2yQxbSsJGDPc5lD,https://api.spotify.com/v1/tracks/5V3mdRI2yQxbSsJGDPc5lD,https://api.spotify.com/v1/audio-analysis/5V3mdRI2yQxbSsJGDPc5lD,210240,4,0,Chop Suey!
0.274,0.92,6,-4.096,1,0.0489,0.0303,0.000412,0.115,0.0397,154.016,audio_features,6oO7WMjD6kEvCITLbVj0mu,spotify:track:6oO7WMjD6kEvCITLbVj0mu,https://api.spotify.com/v1/tracks/6oO7WMjD6kEvCITLbVj0mu,https://api.spotify.com/v1/audio-analysis/6oO7WMjD6kEvCITLbVj0mu,189440,4,0,Hypnotize
0.407,0.876,8,-4.145,1,0.0529,0.000254,0.00265,0.215,0.521,116.335,audio_features,7MeXwzhSDGfqNfuFANgzVC,spotify:track:7MeXwzhSDGfqNfuFANgzVC,https://api.spotify.com/v1/tracks/7MeXwzhSDGfqNfuFANgzVC,https://api.spotify.com/v1/audio-analysis/7MeXwzhSDGfqNfuFANgzVC,218933,3,0,Toxicity
0.537,0.87,8,-6.19,1,0.0364,0.0148,0.138,0.104,0.136,95.841,audio_features,0FGCi8ZZkWcTBs5CCiRC63,spotify:track:0FGCi8ZZkWcTBs5CCiRC63,https://api.spotify.com/v1/tracks/0FGCi8ZZkWcTBs5CCiRC63,https://api.spotify.com/v1/audio-analysis/0FGCi8ZZkWcTBs5CCiRC63,302013,4,0,Bad Religion
0.56,0.985,4,-5.624,1,0.26,0.000566,0.00719,0.241,0.0379,117.888,audio_features,4Uh4JYjfKjtumuTkSLMaah,spotify:track:4Uh4JYjfKjtumuTkSLMaah,https://api.spotify.com/v1/tracks/4Uh4JYjfKjtumuTkSLMaah,https://api.spotify.com/v1/audio-analysis/4Uh4JYjfKjtumuTkSLMaah,176027,4,0,Immigrant Song
0.529,0.6,11,-14.343,0,0.121,0.0146,0.892,0.242,0.466,130.005,audio_features,4MBI41Umc6C1ilj2QrtVEV,spotify:track:4MBI41Umc6C1ilj2QrtVEV,https://api.spotify.com/v1/tracks/4MBI41Umc6C1ilj2QrtVEV,https://api.spotify.com/v1/audio-analysis/4MBI41Umc6C1ilj2QrtVEV,149742,3,0,Rat Salad
0.28,0.907,2,-9.29,1,0.0586,0.000104,0.00536,0.337,0.45,104.896,audio_features,6nRCTb5b0N5zp8WTeY6xFZ,spotify:track:6nRCTb5b0N5zp8WTeY6xFZ,https://api.spotify.com/v1/tracks/6nRCTb5b0N5zp8WTeY6xFZ,https://api.spotify.com/v1/audio-analysis/6nRCTb5b0N5zp8WTeY6xFZ,572133,4,0,"Metropolis - Part I: ""The Miracle and the Sleeper"""
0.478,0.938,10,-5.816,0,0.118,7.8e-05,9.82e-05,0.138,0.431,101.421,audio_features,0Q1YgE1Woe6PpWHseZqxFI,spotify:track:0Q1YgE1Woe6PpWHseZqxFI,https://api.spotify.com/v1/tracks/0Q1YgE1Woe6PpWHseZqxFI,https://api.spotify.com/v1/audio-analysis/0Q1YgE1Woe6PpWHseZqxFI,128000,3,0,III. War Inside My Head
0.313,0.882,0,-6.215,1,0.0355,0.0346,0.338,0.45,0.3,103.981,audio_features,469rBLYJUZHMJLtq2Wch3h,spotify:track:469rBLYJUZHMJLtq2Wch3h,https://api.spotify.com/v1/tracks/469rBLYJUZHMJLtq2Wch3h,https://api.spotify.com/v1/audio-analysis/469rBLYJUZHMJLtq2Wch3h,431093,4,0,Hallowed Be Thy Name - 2015 Remaster
0.3,0.936,2,-5.399,1,0.0456,0.0337,0.021,0.158,0.756,133.065,audio_features,3wFGRek61NIF330UwJCI52,spotify:track:3wFGRek61NIF330UwJCI52,https://api.spotify.com/v1/tracks/3wFGRek61NIF330UwJCI52,https://api.spotify.com/v1/audio-analysis/3wFGRek61NIF330UwJCI52,271907,4,0,Aces High - 2015 Remaster
0.446,0.97,9,-5.004,0,0.0508,0.00754,0.000275,0.199,0.595,94.233,audio_features,2SrVGpjv0mqCR6j9EZPSm2,spotify:track:2SrVGpjv0mqCR6j9EZPSm2,https://api.spotify.com/v1/tracks/2SrVGpjv0mqCR6j9EZPSm2,https://api.spotify.com/v1/audio-analysis/2SrVGpjv0mqCR6j9EZPSm2,363587,4,0,2 Minutes to Midnight - 2015 Remaster
0.285,0.908,4,-4.601,0,0.0705,0.0318,0.00909,0.311,0.669,159.756,audio_features,4OROzZUy6gOWN4UGQVaZMF,spotify:track:4OROzZUy6gOWN4UGQVaZMF,https://api.spotify.com/v1/tracks/4OROzZUy6gOWN4UGQVaZMF,https://api.spotify.com/v1/audio-analysis/4OROzZUy6gOWN4UGQVaZMF,252733,4,0,The Trooper - 2015 Remaster
0.311,0.658,6,-13.529,1,0.0406,0.0706,0.104,0.093,0.353,151.813,audio_features,3ZuVfQriS93y6ofwbIf7lp,spotify:track:3ZuVfQriS93y6ofwbIf7lp,https://api.spotify.com/v1/tracks/3ZuVfQriS93y6ofwbIf7lp,https://api.spotify.com/v1/audio-analysis/3ZuVfQriS93y6ofwbIf7lp,314720,4,0,Children of the Grave
0.504,0.856,7,-6.271,1,0.0423,0.000748,0.359,0.114,0.585,95.402,audio_features,5SAEMjVQbmin3g7b0RG6me,spotify:track:5SAEMjVQbmin3g7b0RG6me,https://api.spotify.com/v1/tracks/5SAEMjVQbmin3g7b0RG6me,https://api.spotify.com/v1/audio-analysis/5SAEMjVQbmin3g7b0RG6me,347440,4,0,5 Minutes Alone
0.437,0.948,4,-6.041,0,0.0554,0.000716,0.000261,0.146,0.361,96.72,audio_features,3w9zHVKI28aUPZTxq8oDC6,spotify:track:3w9zHVKI28aUPZTxq8oDC6,https://api.spotify.com/v1/tracks/3w9zHVKI28aUPZTxq8oDC6,https://api.spotify.com/v1/audio-analysis/3w9zHVKI28aUPZTxq8oDC6,222440,4,0,Electric Eye
0.409,0.89,0,-6.839,1,0.0558,0.088,0.107,0.0935,0.268,100.409,audio_features,3nlGByvetDcS1uomAoiBmy,spotify:track:3nlGByvetDcS1uomAoiBmy,https://api.spotify.com/v1/tracks/3nlGByvetDcS1uomAoiBmy,https://api.spotify.com/v1/audio-analysis/3nlGByvetDcS1uomAoiBmy,290587,4,0,The Number of the Beast - 2015 Remaster
0.266,0.866,11,-7.885,1,0.112,5.44e-06,0.0185,0.0961,0.211,119.41,audio_features,3Staqm5EYDnYBqcwuxrWjZ,spotify:track:3Staqm5EYDnYBqcwuxrWjZ,https://api.spotify.com/v1/tracks/3Staqm5EYDnYBqcwuxrWjZ,https://api.spotify.com/v1/audio-analysis/3Staqm5EYDnYBqcwuxrWjZ,311133,4,0,Overkill
0.532,0.941,9,-9.025,1,0.0465,0.000579,0.0527,0.15,0.278,102.198,audio_features,5CPXR6lDTvngxtmMZxnWmC,spotify:track:5CPXR6lDTvngxtmMZxnWmC,https://api.spotify.com/v1/tracks/5CPXR6lDTvngxtmMZxnWmC,https://api.spotify.com/v1/audio-analysis/5CPXR6lDTvngxtmMZxnWmC,493933,4,0,Pull Me Under
0.243,0.988,8,-3.485,1,0.197,6.17e-05,0.12,0.341,0.277,89.905,audio_features,6LhUsJiXAuxoalUz01evh0,spotify:track:6LhUsJiXAuxoalUz01evh0,https://api.spotify.com/v1/tracks/6LhUsJiXAuxoalUz01evh0,https://api.spotify.com/v1/audio-analysis/6LhUsJiXAuxoalUz01evh0,316493,4,0,Revolution Is My Name
0.349,0.895,9,-5.98,1,0.0814,4.7e-05,0.00111,0.0387,0.478,135.157,audio_features,5yckiSASyeQLPgpBZkXIbu,spotify:track:5yckiSASyeQLPgpBZkXIbu,https://api.spotify.com/v1/tracks/5yckiSASyeQLPgpBZkXIbu,https://api.spotify.com/v1/audio-analysis/5yckiSASyeQLPgpBZkXIbu,353800,3,0,Perry Mason
0.249,0.943,0,-5.188,1,0.0669,0.0286,0.00401,0.162,0.458,173.671,audio_features,4Zc7TCHzuNwL0AFBlyLdyr,spotify:track:4Zc7TCHzuNwL0AFBlyLdyr,https://api.spotify.com/v1/tracks/4Zc7TCHzuNwL0AFBlyLdyr,https://api.spotify.com/v1/audio-analysis/4Zc7TCHzuNwL0AFBlyLdyr,233507,4,0,Run to the Hills - 2015 Remaster
0.319,0.965,7,-4.354,0,0.0646,9.4e-05,0.00221,0.141,0.624,127.721,audio_features,7xa3dJQMzBVzsrZ81tNcHP,spotify:track:7xa3dJQMzBVzsrZ81tNcHP,https://api.spotify.com/v1/tracks/7xa3dJQMzBVzsrZ81tNcHP,https://api.spotify.com/v1/audio-analysis/7xa3dJQMzBVzsrZ81tNcHP,203653,4,0,Be Quick or Be Dead - 2015 Remaster
0.547,0.931,2,-2.356,1,0.0615,0.000998,0.0118,0.278,0.697,118.4,audio_features,4feXJ5IC3avXsVW9WNFSag,spotify:track:4feXJ5IC3avXsVW9WNFSag,https://api.spotify.com/v1/tracks/4feXJ5IC3avXsVW9WNFSag,https://api.spotify.com/v1/audio-analysis/4feXJ5IC3avXsVW9WNFSag,261507,4,0,Rock N Roll Train
0.477,0.859,0,-8.625,1,0.0387,0.000333,0.000155,0.265,0.629,91.009,audio_features,5VZwMq6yaFb04PCTfdNY3K,spotify:track:5VZwMq6yaFb04PCTfdNY3K,https://api.spotify.com/v1/tracks/5VZwMq6yaFb04PCTfdNY3K,https://api.spotify.com/v1/audio-analysis/5VZwMq6yaFb04PCTfdNY3K,280213,4,0,I Want Out
0.294,0.745,5,-9.138,1,0.0461,0.05,0.125,0.676,0.347,134.364,audio_features,5Z8EDau8uNcP1E8JvmfkZe,spotify:track:5Z8EDau8uNcP1E8JvmfkZe,https://api.spotify.com/v1/tracks/5Z8EDau8uNcP1E8JvmfkZe,https://api.spotify.com/v1/audio-analysis/5Z8EDau8uNcP1E8JvmfkZe,210107,4,0,School's Out
0.609,0.799,11,-7.902,0,0.0346,0.0458,0.0,0.21,0.77,149.046,audio_features,6wtmql7FJ7SSLuSw8JD8rX,spotify:track:6wtmql7FJ7SSLuSw8JD8rX,https://api.spotify.com/v1/tracks/6wtmql7FJ7SSLuSw8JD8rX,https://api.spotify.com/v1/audio-analysis/6wtmql7FJ7SSLuSw8JD8rX,198867,4,0,Spanish Bombs - Remastered
0.498,0.913,0,-4.935,1,0.0474,0.000198,0.184,0.247,0.571,163.963,audio_features,1vCblUYIBZm7zTP67cGiQ0,spotify:track:1vCblUYIBZm7zTP67cGiQ0,https://api.spotify.com/v1/tracks/1vCblUYIBZm7zTP67cGiQ0,https://api.spotify.com/v1/audio-analysis/1vCblUYIBZm7zTP67cGiQ0,227347,4,0,Going out with a Bang
0.261,0.957,2,-3.612,0,0.0573,0.000145,7.91e-06,0.0597,0.51,81.286,audio_features,3JzdNBmwnV4trRNaXEx23Y,spotify:track:3JzdNBmwnV4trRNaXEx23Y,https://api.spotify.com/v1/tracks/3JzdNBmwnV4trRNaXEx23Y,https://api.spotify.com/v1/audio-analysis/3JzdNBmwnV4trRNaXEx23Y,188800,4,0,Judas Be My Guide - 2015 Remaster
0.338,0.34,9,-12.049,0,0.0339,0.58,0.0032,0.116,0.197,82.433,audio_features,5CQ30WqJwcep0pYcV4AMNc,spotify:track:5CQ30WqJwcep0pYcV4AMNc,https://api.spotify.com/v1/tracks/5CQ30WqJwcep0pYcV4AMNc,https://api.spotify.com/v1/audio-analysis/5CQ30WqJwcep0pYcV4AMNc,482830,4,0,Stairway to Heaven - Remaster
0.572,0.825,8,-3.977,1,0.04,7.13e-05,0.000134,0.134,0.56,98.057,audio_features,2vyae4DvSU2gs8OMOGwXF2,spotify:track:2vyae4DvSU2gs8OMOGwXF2,https://api.spotify.com/v1/tracks/2vyae4DvSU2gs8OMOGwXF2,https://api.spotify.com/v1/audio-analysis/2vyae4DvSU2gs8OMOGwXF2,183053,4,0,Rock or Bust
0.311,0.942,2,-5.261,0,0.0374,0.00514,0.00324,0.656,0.578,89.929,audio_features,3RMlIPEzFLbcEQwUFw2VA5,spotify:track:3RMlIPEzFLbcEQwUFw2VA5,https://api.spotify.com/v1/tracks/3RMlIPEzFLbcEQwUFw2VA5,https://api.spotify.com/v1/audio-analysis/3RMlIPEzFLbcEQwUFw2VA5,293947,4,0,The Fugitive - 2015 Remaster
0.52,0.872,0,-4.354,1,0.0383,6.71e-06,0.246,0.207,0.449,120.006,audio_features,3fpzBeEHvuXKOl7QeVe1iz,spotify:track:3fpzBeEHvuXKOl7QeVe1iz,https://api.spotify.com/v1/tracks/3fpzBeEHvuXKOl7QeVe1iz,https://api.spotify.com/v1/audio-analysis/3fpzBeEHvuXKOl7QeVe1iz,167133,4,0,Play Ball
0.281,0.901,4,-6.083,0,0.0739,0.00445,0.0044,0.166,0.0485,93.542,audio_features,1hgbkiFU5IF8UQz3ca78Qu,spotify:track:1hgbkiFU5IF8UQz3ca78Qu,https://api.spotify.com/v1/tracks/1hgbkiFU5IF8UQz3ca78Qu,https://api.spotify.com/v1/audio-analysis/1hgbkiFU5IF8UQz3ca78Qu,444653,4,0,Lord of Light - 2015 Remaster
0.266,0.939,9,-4.201,1,0.0789,0.00103,5.66e-05,0.173,0.512,100.073,audio_features,0WGBotn3YOsajQPxcNSgNi,spotify:track:0WGBotn3YOsajQPxcNSgNi,https://api.spotify.com/v1/tracks/0WGBotn3YOsajQPxcNSgNi,https://api.spotify.com/v1/audio-analysis/0WGBotn3YOsajQPxcNSgNi,282893,4,0,The Mercenary - 2015 Remaster
0.402,0.989,11,-3.771,1,0.0793,3.74e-05,0.673,0.117,0.468,174.984,audio_features,7zQujFmhSNniiymfiybEak,spotify:track:7zQujFmhSNniiymfiybEak,https://api.spotify.com/v1/tracks/7zQujFmhSNniiymfiybEak,https://api.spotify.com/v1/audio-analysis/7zQujFmhSNniiymfiybEak,353213,4,0,Sleepwalker
